city_id,city_name,country,latitude,longitude,weather_date,temp,humidity,cloudiness,wind_speed
553766,Kamenka,RU,51.32,42.77,10/26/20,            40.53,87,30,6.51
566868,Dedovichi,RU,57.55,29.95,10/26/20,            48.54,89,100,11.45
1254710,Tezpur,IN,26.63,92.8,10/26/20,            69.31,91,0,2.51
4032243,Vaini,TO,-21.2,-175.2,10/26/20,            77,88,75,9.17
2181625,Te Anau,NZ,-45.42,167.72,10/26/20,            56.52,50,51,7
6113406,Prince Rupert,CA,54.32,-130.32,10/26/20,            51.8,93,90,14.99
1494237,Predivinsk,RU,57.07,93.44,10/26/20,            35.82,94,100,3.2
2359608,Kaya,BF,13.09,-1.08,10/26/20,            79.63,17,0,4.99
3573061,Saint George,BM,32.38,-64.68,10/26/20,            76.39,88,90,16.11
2208248,Kaitangata,NZ,-46.28,169.85,10/26/20,            54,71,85,10
1006984,East London,ZA,-33.02,27.91,10/26/20,            67.5,87,100,20.27
509850,Petrovskoye,RU,57.01,39.27,10/26/20,            42.19,87,100,8.59
3534915,Trinidad,CU,21.8,-79.98,10/26/20,            77,94,100,3.36
1269328,Jamkhandi,IN,16.52,75.3,10/26/20,            72.03,83,14,6.08
3136690,Stokmarknes,NO,68.56,14.91,10/26/20,            43.81,82,84,5.01
483873,Teberda,RU,43.45,41.74,10/26/20,            49.87,43,0,7.61
5563839,Fortuna,US,40.6,-124.16,10/26/20,            61.88,29,1,10.29
2214432,Nālūt,LY,30.33,10.85,10/26/20,            62.01,38,0,5.93
886990,Marondera,ZW,-18.19,31.55,10/26/20,            57.85,69,9,4.25
1489138,Tselinnoye,RU,53.08,85.67,10/26/20,            37.72,79,100,9.64
1520281,Oytal,KZ,42.91,73.27,10/26/20,            51.35,42,19,5.55
286621,Salalah,OM,17.02,54.09,10/26/20,            75.2,60,0,4.7
1791464,Wenling,CN,28.37,121.36,10/26/20,            69.01,80,44,5.91
3662762,Porto Velho,BR,-8.76,-63.9,10/26/20,            84.2,74,40,3.36
3379316,Lethem,GY,3.38,-59.8,10/26/20,            83.84,61,95,7.78
5536630,Cedar City,US,37.68,-113.06,10/26/20,            33.8,15,1,20.8
2329821,Mubi,NG,10.27,13.26,10/26/20,            73.69,31,33,2.62
3573197,Hamilton,BM,32.29,-64.78,10/26/20,            76.24,88,90,16.11
2813758,Wasserburg,DE,48.44,10.27,10/26/20,            39.99,94,100,1.01
2174444,Bowen,AU,-20.02,148.23,10/26/20,            75.2,88,40,3.36
1507390,Dikson,RU,73.51,80.55,10/26/20,            10.76,94,85,16.11
1640902,Kawalu,ID,-7.38,108.21,10/26/20,            72.99,92,100,2.77
543396,Koygorodok,RU,60.45,51,10/26/20,            21.96,98,32,1.88
4021858,Guerrero Negro,MX,27.98,-114.06,10/26/20,            72.61,34,1,21.43
3939761,Hualmay,PE,-11.1,-77.61,10/26/20,            64.72,80,76,8.52
934322,Mahébourg,MU,-20.41,57.7,10/26/20,            71.6,83,40,6.93
2015306,Tiksi,RU,71.69,128.87,10/26/20,            6.15,94,99,5.86
2270385,Camacha,PT,33.08,-16.33,10/26/20,            66.2,68,40,6.93
3424934,Saint-Pierre,PM,46.77,-56.17,10/26/20,            42.33,64,69,6.85
1791779,Wanning,CN,18.8,110.4,10/26/20,            73.9,84,93,11.9
2057087,Kupang,ID,-10.17,123.58,10/26/20,            82.4,78,20,4.7
645765,Muhos,FI,64.81,25.99,10/26/20,            42.39,100,90,3.36
523392,Naryan-Mar,RU,67.67,53.09,10/26/20,            19.63,94,100,13.96
3647444,Calabozo,VE,8.92,-67.43,10/26/20,            75.99,92,53,5.95
5866583,Saint Paul Harbor,US,57.79,-152.41,10/26/20,            51.8,43,1,24.16
2126710,Beringovskiy,RU,63.05,179.32,10/26/20,            33.22,85,0,3.18
2170260,Corowa,AU,-36.03,146.38,10/26/20,            63,56,96,6.06
49747,Oddur,SO,4.12,43.89,10/26/20,            73.42,85,99,9.01
3404558,Cabedelo,BR,-6.98,-34.83,10/26/20,            78.8,83,40,4.7
582447,Almaznyy,RU,48.04,40.05,10/26/20,            50,57,0,17.9
1484892,Zyryanskoye,RU,56.83,86.63,10/26/20,            37.45,94,100,9.93
2027316,Ayan,RU,56.45,138.17,10/26/20,            33.98,72,4,3.58
1728134,Balilihan,PH,9.76,123.97,10/26/20,            80.6,83,75,3.65
3575479,Charlestown,KN,17.13,-62.62,10/26/20,            80.01,88,8,4
6165406,Thompson,CA,55.74,-97.86,10/26/20,            28.4,50,20,4.7
64435,Berbera,SO,10.44,45.01,10/26/20,            79.75,54,1,2.77
2417886,Mali,GN,12.08,-12.3,10/26/20,            62.24,47,1,2.75
3139597,Sistranda,NO,63.73,8.83,10/26/20,            42.8,75,0,13.87
1637001,Luwuk,ID,-0.95,122.79,10/26/20,            83.21,66,100,4.14
2206874,Waipawa,NZ,-41.41,175.52,10/26/20,            50.5,100,100,21.92
2173125,Burnie,AU,-41.07,145.92,10/26/20,            56.84,50,0,15.99
3423146,Ilulissat,GL,69.22,-51.1,10/26/20,            19.4,73,100,5.82
1217007,Koson,UZ,39.04,65.58,10/26/20,            46.4,45,0,6.93
3899695,Ancud,CL,-41.87,-73.82,10/26/20,            44.67,66,20,8.05
4470244,Havelock,US,34.88,-76.9,10/26/20,            63.48,92,1,6.46
5354943,Half Moon Bay,US,37.46,-122.43,10/26/20,            69.24,28,1,13.87
2033301,Youhao,CN,47.87,128.83,10/26/20,            42.06,66,60,6.69
2128975,Nemuro,JP,43.32,145.57,10/26/20,            50.83,73,31,8.84
478297,Usogorsk,RU,63.41,48.69,10/26/20,            21.11,97,100,5.95
3846915,Libertador General San Martín,AR,-23.81,-64.79,10/26/20,            74.35,35,20,4.85
3356832,Henties Bay,NA,-22.12,14.28,10/26/20,            55.99,93,0,1.99
5915327,Cap-aux-Meules,CA,47.38,-61.86,10/26/20,            41,80,90,10.29
3199790,Gračac,HR,44.3,15.85,10/26/20,            62.42,82,40,13.87
964712,Plettenberg Bay,ZA,-34.05,23.37,10/26/20,            63.59,81,9,5.88
6538896,Vasto,IT,42.12,14.71,10/26/20,            69.8,40,4,4.7
1168312,Pasni,PK,25.26,63.47,10/26/20,            72.84,54,0,8.12
3836772,San Pedro de Jujuy,AR,-24.23,-64.87,10/26/20,            77,36,20,5.82
3459094,Laguna,BR,-28.48,-48.78,10/26/20,            71.42,83,100,20.76
1507116,Dudinka,RU,69.41,86.18,10/26/20,            -0.4,84,90,1.07
2528910,Tétouan,MA,35.57,-5.37,10/26/20,            57.2,71,14,5.82
5557293,Sitka,US,57.05,-135.33,10/26/20,            50,87,90,11.41
991664,Kathu,ZA,-27.7,23.05,10/26/20,            68,65,89,1.01
6071876,Melfort,CA,52.87,-104.62,10/26/20,            32,92,1,9.17
2964782,Dingle,IE,52.14,-10.27,10/26/20,            50.94,91,100,22.93
1337613,Kulhudhuffushi,MV,6.62,73.07,10/26/20,            82.18,75,41,7.16
203717,Yangambi,CD,0.81,24.43,10/26/20,            70.52,93,48,1.39
6690296,Saint-Joseph,RE,-21.37,55.62,10/26/20,            70.77,78,90,3.36
3115824,Muros,ES,42.78,-9.06,10/26/20,            55.76,80,99,10
2377450,Nouakchott,MR,18.09,-15.98,10/26/20,            82.4,29,0,6.93
2514651,Los Llanos de Aridane,ES,28.66,-17.92,10/26/20,            66.4,64,40,10.29
4033557,Tautira,PF,-17.73,-149.15,10/26/20,            82.02,66,75,13.87
3458020,Manga,BR,-14.76,-43.93,10/26/20,            76.98,73,60,2.73
1337610,Thinadhoo,MV,0.53,72.93,10/26/20,            82.47,68,49,5.93
515805,Oktyabr'skoye,RU,43.06,44.74,10/26/20,            45.32,100,2,4.47
5404476,Ukiah,US,39.15,-123.21,10/26/20,            79.86,2,1,4.7
3573374,The Valley,AI,18.22,-63.06,10/26/20,            80.78,83,20,14.99
3388456,São José da Coroa Grande,BR,-8.9,-35.15,10/26/20,            77.25,80,0,12.75
4500920,Brigantine,US,39.41,-74.36,10/26/20,            64.13,93,90,3.36
2014624,Udachny,RU,66.42,112.4,10/26/20,            -7.6,76,96,2.42
5847411,Kahului,US,20.89,-156.47,10/26/20,            85.37,52,40,8.05
2084442,Vanimo,PG,-2.67,141.3,10/26/20,            85.3,59,8,2.75
1235846,Matara,LK,5.95,80.54,10/26/20,            76.59,89,90,5.75
1489661,Tevriz,RU,57.51,72.4,10/26/20,            40.84,96,100,9.89
145724,Lucapa,AO,-8.42,20.74,10/26/20,            67.08,97,100,3.4
3380402,Saint-Georges,GF,3.9,-51.8,10/26/20,            74.5,93,40,2.37
245669,Adré,TD,13.47,22.2,10/26/20,            73.78,23,7,10.63
2729907,Longyearbyen,SJ,78.22,15.64,10/26/20,            24.8,79,75,9.17
2127060,Arman',RU,59.7,150.17,10/26/20,            34.75,79,81,11.61
2541479,Nador,MA,35.17,-2.93,10/26/20,            58.53,63,20,9.17
1693839,Pilar,PH,14.66,120.57,10/26/20,            80.51,83,75,11.41
1784055,Zhuanghe,CN,39.7,122.99,10/26/20,            53.1,43,4,15.12
1510689,Baykit,RU,61.67,96.37,10/26/20,            13.95,93,78,4.38
2219235,Ubari,LY,26.59,12.78,10/26/20,            72.55,26,60,13.27
1848976,Wajima,JP,37.4,136.9,10/26/20,            57.2,76,75,4.63
1736458,Kudat,MY,6.88,116.85,10/26/20,            78.4,74,20,11.41
2037485,Erenhot,CN,43.65,111.98,10/26/20,            30.7,76,0,8.1
1278895,Amarpur,IN,25.03,86.9,10/26/20,            66.54,60,0,3.38
5380437,Pacific Grove,US,36.62,-121.92,10/26/20,            65.28,21,1,9.17
933759,Ghanzi,BW,-21.57,21.78,10/26/20,            71.06,22,73,5.97
3421319,Nuuk,GL,64.18,-51.72,10/26/20,            28.4,68,99,4.7
1721491,Cabra,PH,13.89,120.05,10/26/20,            83.32,78,98,19.51
3372964,Lagoa,PT,39.05,-27.98,10/26/20,            68.18,93,100,22.59
962367,Richards Bay,ZA,-28.78,32.04,10/26/20,            66.83,85,100,2.64
3090146,Olkusz,PL,50.28,19.57,10/26/20,            52.68,88,88,5.08
3116689,Miranda de Ebro,ES,42.69,-2.95,10/26/20,            41.79,100,75,2.24
2636790,Stornoway,GB,58.21,-6.39,10/26/20,            44.76,93,82,5.82
1055059,Tsaratanana,MG,-16.78,47.65,10/26/20,            71.78,63,21,2.33
2250645,Kédougou,SN,12.56,-12.17,10/26/20,            76.26,37,8,3.06
2139521,Noumea,NC,-22.28,166.46,10/26/20,            84.74,45,0,11.41
3452599,Posse,BR,-14.09,-46.37,10/26/20,            71.6,88,98,1.99
110690,Abhā,SA,18.22,42.51,10/26/20,            58.05,24,0,4.7
1691862,Rapu-Rapu,PH,13.19,124.13,10/26/20,            81.59,76,100,2.75
1695546,Pandan,PH,14.05,124.17,10/26/20,            79.36,84,100,5.17
3414079,Olafsvik,IS,64.89,-23.71,10/26/20,            40.1,74,100,18.1
2512186,Puerto del Rosario,ES,28.5,-13.86,10/26/20,            69.8,83,20,18.34
704277,Krasne,UA,49.91,24.61,10/26/20,            50,100,0,8.95
1259395,Porbandar,IN,21.64,69.61,10/26/20,            80.38,47,0,4.32
1106643,Quatre Cocos,MU,-20.21,57.76,10/26/20,            71.82,83,40,6.93
1500957,Kyzyl-Mazhalyk,RU,51.13,90.6,10/26/20,            23.74,81,99,1.34
1644932,Ende,ID,-8.84,121.66,10/26/20,            82.44,72,84,4.34
236901,Ouadda,CF,8.08,22.4,10/26/20,            68.23,65,28,2.35
2063042,Port Hedland,AU,-20.32,118.57,10/26/20,            77,78,24,1.12
1292313,Letpadan,MM,17.78,95.75,10/26/20,            75.18,94,51,3.44
2456917,Goundam,ML,16.41,-3.67,10/26/20,            83.66,13,0,6.24
2517115,Granada,ES,37.25,-3.25,10/26/20,            40.98,69,59,1.01
2108502,Honiara,SB,-9.43,159.95,10/26/20,            86,74,20,5.82
2177069,Ballina,AU,-28.87,153.57,10/26/20,            69.87,77,90,11.41
2028462,Ulaanbaatar,MN,47.91,106.88,10/26/20,            10.4,66,0,2.08
933995,Souillac,MU,-20.52,57.52,10/26/20,            71.6,83,40,6.93
3533462,Acapulco de Juárez,MX,16.86,-99.89,10/26/20,            84.2,83,75,8.05
1259385,Port Blair,IN,11.67,92.75,10/26/20,            79.29,80,7,2.59
768218,Gmina Końskie,PL,51.19,20.41,10/26/20,            53.65,1,95,9.64
2021041,Kyra,RU,49.58,111.98,10/26/20,            23.04,79,61,3.42
1244926,Hambantota,LK,6.12,81.12,10/26/20,            77.99,84,94,6.4
3663142,Novo Aripuanã,BR,-5.12,-60.38,10/26/20,            82.18,69,72,2.59
2362344,Bobo-Dioulasso,BF,11.18,-4.3,10/26/20,            78.8,69,0,2.24
2616423,Nødebo,DK,55.98,12.35,10/26/20,            48,97,98,8.72
5594956,Hailey,US,43.52,-114.32,10/26/20,            36,34,5,9.17
1283285,Jumla,NP,29.27,82.18,10/26/20,            40.33,51,0,5.03
3948613,Acarí,PE,-15.43,-74.62,10/26/20,            66.06,65,44,3.85
2387926,Bouar,CF,5.93,15.6,10/26/20,            65.7,94,43,3.04
503965,Pushkinskiye Gory,RU,57.02,28.91,10/26/20,            48.76,89,99,8.68
527034,Mikhaylov,RU,54.23,39.02,10/26/20,            39,82,94,1.01
3838859,Río Gallegos,AR,-51.62,-69.22,10/26/20,            55.4,24,20,12.75
2952252,Bassum,DE,52.85,8.73,10/26/20,            46.47,81,0,9.17
562389,Frolovo,RU,49.77,43.66,10/26/20,            41.9,81,97,7.85
1528121,Karakol,KG,42.49,78.39,10/26/20,            38.7,60,100,2.8
934649,Cap Malheureux,MU,-19.98,57.61,10/26/20,            72,77,2,4
466699,Yugo-Kamskiy,RU,57.71,55.59,10/26/20,            30.2,74,90,15.66
1168700,Ormara,PK,25.21,64.64,10/26/20,            75.58,55,0,10.47
6145890,Shelburne,CA,44.08,-80.2,10/26/20,            41.68,80,90,3.36
3647651,Cabimas,VE,10.39,-71.44,10/26/20,            84.34,70,13,13.78
2236967,Soyo,AO,-6.13,12.37,10/26/20,            76.68,85,91,4.5
2063036,Port Lincoln,AU,-34.73,135.87,10/26/20,            59.23,76,17,11.56
1254709,Tezu,IN,27.92,96.17,10/26/20,            71.49,62,45,1.9
2013921,Ust-Kuyga,RU,70.02,135.6,10/26/20,            0.68,87,92,0.74
1259813,Phalodi,IN,27.13,72.37,10/26/20,            71.17,22,0,3.22
1786546,Anlu,CN,31.17,112.58,10/26/20,            65.37,56,93,3.89
2075720,Broome,AU,-17.97,122.23,10/26/20,            80.6,65,75,10.29
57289,Hargeisa,SO,9.56,44.06,10/26/20,            61.63,58,4,12.19
212360,Kongolo,CD,-5.38,27,10/26/20,            70,94,39,0.6
3445713,Uruaçu,BR,-14.52,-49.14,10/26/20,            76.69,74,100,2.91
3932145,Pisco,PE,-13.7,-76.22,10/26/20,            65.68,72,0,16.11
1735634,Kuching,MY,1.55,110.33,10/26/20,            73.2,94,40,4.7
2374583,Bubaque,GW,11.28,-15.83,10/26/20,            82.49,82,0,12.57
3451138,Rio Grande,BR,-32.03,-52.1,10/26/20,            64,99,100,4
5983607,Inuvik,CA,68.35,-133.72,10/26/20,            10.4,78,75,9.17
2435837,Béboto,TD,8.27,16.94,10/26/20,            73.98,60,93,1.05
1489853,Tazovsky,RU,67.47,78.7,10/26/20,            -0.98,92,2,6.82
1274848,Chamba,IN,32.57,76.13,10/26/20,            55.42,31,0,6.93
88533,Awjilah,LY,29.11,21.29,10/26/20,            66.9,58,0,3.91
1623197,Tual,ID,-5.67,132.75,10/26/20,            82.29,75,95,8.12
1636426,Manggar,ID,-2.88,108.27,10/26/20,            77.88,85,100,6.15
2037252,Genhe,CN,50.78,121.52,10/26/20,            28.26,96,100,10.07
2108857,Gizo Government Station,SB,-8.1,156.84,10/26/20,            83.61,71,88,2.68
4165995,Niceville,US,30.52,-86.48,10/26/20,            78.3,78,1,4.7
1056899,Sambava,MG,-14.27,50.17,10/26/20,            70.45,85,3,7.58
1282256,Hithadhoo,MV,-0.6,73.08,10/26/20,            83.17,65,72,6.98
5859699,College,US,64.86,-147.8,10/26/20,            26.49,92,90,5.82
3381538,Grand-Santi,GF,4.25,-54.38,10/26/20,            77.94,81,50,4.14
543508,Kovdor,RU,67.57,30.48,10/26/20,            37.45,95,97,7.34
3573899,Point Fortin,TT,10.18,-61.68,10/26/20,            78.49,91,38,12.03
3421982,Maniitsoq,GL,65.42,-52.9,10/26/20,            26.47,87,5,8.21
2111530,Ōfunato,JP,39.07,141.72,10/26/20,            46.4,87,40,4.7
2013639,Verkhnevilyuysk,RU,63.45,120.32,10/26/20,            8.94,91,93,5.08
2120591,Tilichiki,RU,60.47,166.1,10/26/20,            32.36,94,100,6.46
910111,Livingstone,ZM,-17.84,25.85,10/26/20,            73.72,31,0,7.31
2180815,Tuatapere,NZ,-46.13,167.68,10/26/20,            55,70,90,4
5961417,Gimli,CA,50.63,-96.99,10/26/20,            25,98,58,3
6355222,Yulara,AU,-25.24,130.99,10/26/20,            71.6,21,0,13.87
2255304,Sémbé,CG,1.65,14.58,10/26/20,            70.07,93,63,1.03
1505529,Irbeyskoye,RU,55.64,95.45,10/26/20,            34.12,95,100,5.61
1516589,Zhezkazgan,KZ,47.8,67.71,10/26/20,            35.89,76,5,14
3427833,Tandil,AR,-37.32,-59.13,10/26/20,            52.84,65,0,5.12
1648082,Boyolangu,ID,-8.12,111.89,10/26/20,            78.12,82,88,6.2
2447513,Arlit,NE,18.74,7.39,10/26/20,            76.35,17,0,9.69
2446796,Bilma,NE,18.69,12.92,10/26/20,            68.56,24,0,2.33
3374333,Praia,CV,14.92,-23.51,10/26/20,            78.8,83,40,18.34
790106,Guča,RS,43.78,20.23,10/26/20,            43.68,100,0,4.52
3578278,Vieux-Habitants,GP,16.06,-61.77,10/26/20,            77,88,0,4.7
2152667,Portland,AU,-38.33,141.6,10/26/20,            57.67,66,56,14.58
103630,Najrān,SA,17.49,44.13,10/26/20,            60.8,29,0,1.52
4031574,Provideniya,RU,64.38,-173.3,10/26/20,            32,91,90,4.47
2742765,Areosa,PT,41.72,-8.86,10/26/20,            56.53,93,75,6.93
2542997,Marrakesh,MA,31.63,-8.01,10/26/20,            60.8,82,40,4.7
187231,Maua,KE,0.23,37.94,10/26/20,            60.13,94,86,6.04
3386467,Terra Santa,BR,-2.1,-56.49,10/26/20,            81.79,69,58,3.02
2281120,Tabou,CI,4.42,-7.35,10/26/20,            77.67,89,80,8.5
1508217,Cheremshanka,RU,56.12,60.27,10/26/20,            21.92,95,100,17
4004293,Ixtapa,MX,20.7,-105.2,10/26/20,            86.9,74,20,9.17
779554,Honningsvåg,NO,70.98,25.97,10/26/20,            41.95,78,6,21.23
5919850,Chapais,CA,49.78,-74.85,10/26/20,            28.4,100,90,5.82
2177671,Armidale,AU,-30.52,151.65,10/26/20,            59,82,67,5.99
2288105,Grand-Lahou,CI,5.14,-5.02,10/26/20,            78.22,86,100,7.27
1498283,Mugur-Aksy,RU,50.35,90.5,10/26/20,            23.45,76,96,6.35
2610806,Vágur,FO,61.47,-6.81,10/26/20,            45.1,68,73,12.12
3421719,Narsaq,GL,60.92,-46.05,10/26/20,            41,27,96,14.99
3572189,High Rock,BS,26.62,-78.28,10/26/20,            80.6,88,40,3.36
2154826,Wonthaggi,AU,-38.6,145.59,10/26/20,            58.35,77,100,17.38
3149512,Kopervik,NO,59.28,5.31,10/26/20,            48.63,81,27,10.29
2012570,Zhatay,RU,62.16,129.83,10/26/20,            15.8,85,40,8.95
2015179,Tommot,RU,58.96,126.29,10/26/20,            18.03,94,100,7.36
494249,Shirochanskoye,RU,46.65,38.4,10/26/20,            54.39,64,97,19.37
3126369,Carballo,ES,43.21,-8.69,10/26/20,            52.48,87,20,6.93
2121025,Srednekolymsk,RU,67.45,153.68,10/26/20,            8.89,91,0,6.04
5861897,Fairbanks,US,64.84,-147.72,10/26/20,            26.85,92,90,4.36
2173323,Bundaberg,AU,-24.85,152.35,10/26/20,            79.97,74,75,8.05
3517970,Pochutla,MX,15.74,-96.47,10/26/20,            75.61,83,90,9.17
3570392,Le Vauclin,MQ,14.55,-60.84,10/26/20,            79.52,78,2,12.75
3918423,San Javier,BO,-16.27,-62.5,10/26/20,            67.55,87,100,5.44
3939168,Huarmey,PE,-10.07,-78.15,10/26/20,            65.16,79,94,8.3
1688696,San Policarpo,PH,12.18,125.51,10/26/20,            83.21,76,89,7.34
2068110,Kununurra,AU,-15.77,128.73,10/26/20,            77,88,40,10.29
3894426,Coyhaique,CL,-45.58,-72.07,10/26/20,            46.4,61,40,3.36
3141667,Roald,NO,62.58,6.13,10/26/20,            41.04,93,18,7.38
3465329,Coruripe,BR,-10.13,-36.18,10/26/20,            78.01,79,3,18.72
2155562,Nelson Bay,AU,-32.72,152.15,10/26/20,            63.64,88,90,17.22
2184707,Wanaka,NZ,-44.7,169.15,10/26/20,            52.77,62,99,6.29
2136697,Lakatoro,VU,-16.1,167.42,10/26/20,            82.4,74,40,10.29
347634,Ţahţā,EG,26.77,31.5,10/26/20,            69.89,49,0,6.93
5067114,Douglas,US,41.3,-96.17,10/26/20,            30.22,96,1,8.05
2264557,Ponta do Sol,PT,32.67,-17.1,10/26/20,            62.51,72,40,14.99
5520552,Dumas,US,35.87,-101.97,10/26/20,            17.82,85,90,18.34
2100633,Arawa,PG,-6.21,155.54,10/26/20,            88.25,57,68,4.47
1636022,Martapura,ID,-3.42,114.85,10/26/20,            77,94,20,2.24
3390700,Regeneração,BR,-6.24,-42.69,10/26/20,            80.15,66,41,2.48
4707814,Longview,US,32.5,-94.74,10/26/20,            56.37,93,90,6.93
1529376,Korla,CN,41.76,86.15,10/26/20,            39.99,82,81,3
3456642,Mozarlândia,BR,-14.74,-50.57,10/26/20,            82.29,61,100,3.11
3870243,Taltal,CL,-25.4,-70.48,10/26/20,            57.4,80,40,4.07
